worker_id,assignment_id,rt,slider_response,raw_stimulus,scenario,comparison,item_type,trial_index,time_elapsed
7,62cb8baf4fbe7c0a2b86ee07,20243,96,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,1,36782
108,62cb8baf4fbe7c0a2b86ee07,4355,16,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,4,40239
53,62cb8baf4fbe7c0a2b86ee07,9641,49,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,5,55601
39,62cb8baf4fbe7c0a2b86ee07,7165,24,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,2,25133
108,62cb8baf4fbe7c0a2b86ee07,3562,61,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,5,43805
97,62cb8baf4fbe7c0a2b86ee08,10788,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,4,58625
57,62cb8baf4fbe7c0a2b86ee08,8951,23,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,7,100063
53,62cb8baf4fbe7c0a2b86ee07,4089,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,6,59691
39,62cb8baf4fbe7c0a2b86ee07,2442,7,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,3,27576
7,62cb8baf4fbe7c0a2b86ee07,6966,51,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,2,43749
93,62cb8baf4fbe7c0a2b86ee08,20373,48,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,8,153119
75,62cb8baf4fbe7c0a2b86ee07,4683,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,1,19760
53,62cb8baf4fbe7c0a2b86ee07,2159,78,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,7,61851
108,62cb8baf4fbe7c0a2b86ee07,3989,0,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,6,47797
52,62cb8baf4fbe7c0a2b86ee08,15059,87,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,1,53101
75,62cb8baf4fbe7c0a2b86ee07,2968,63,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,2,22731
57,62cb8baf4fbe7c0a2b86ee08,5382,21,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,8,105447
53,62cb8baf4fbe7c0a2b86ee07,3160,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,8,65011
69,62cb8baf4fbe7c0a2b86ee08,13791,90,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,6,112415
108,62cb8baf4fbe7c0a2b86ee07,3515,86,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,7,51313
93,62cb8baf4fbe7c0a2b86ee08,5395,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,9,158516
75,62cb8baf4fbe7c0a2b86ee07,2354,71,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,3,25087
97,62cb8baf4fbe7c0a2b86ee08,9268,50,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,5,67895
39,62cb8baf4fbe7c0a2b86ee07,8396,62,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,4,35974
53,62cb8baf4fbe7c0a2b86ee07,3753,80,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,9,68765
7,62cb8baf4fbe7c0a2b86ee07,8998,75,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,3,52748
107,62cb8baf4fbe7c0a2b86ee07,10456,72,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,1,38778
57,62cb8baf4fbe7c0a2b86ee08,6399,46,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,9,111847
108,62cb8baf4fbe7c0a2b86ee07,5522,98,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,8,56838
75,62cb8baf4fbe7c0a2b86ee07,4872,34,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,4,29961
69,62cb8baf4fbe7c0a2b86ee08,6460,59,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,7,118878
39,62cb8baf4fbe7c0a2b86ee07,4122,34,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,5,40096
53,62cb8baf4fbe7c0a2b86ee07,4165,35,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,10,72931
107,62cb8baf4fbe7c0a2b86ee07,3375,91,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,2,42154
93,62cb8baf4fbe7c0a2b86ee08,8044,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,10,166563
75,62cb8baf4fbe7c0a2b86ee07,3303,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,5,33266
52,62cb8baf4fbe7c0a2b86ee08,11129,52,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,2,64231
39,62cb8baf4fbe7c0a2b86ee07,2708,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,6,42806
57,62cb8baf4fbe7c0a2b86ee08,4303,59,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,10,116151
97,62cb8baf4fbe7c0a2b86ee08,7964,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,6,75861
7,62cb8baf4fbe7c0a2b86ee07,7326,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,4,60076
39,62cb8baf4fbe7c0a2b86ee07,2848,76,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,7,45655
108,62cb8baf4fbe7c0a2b86ee07,6706,100,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,9,63546
107,62cb8baf4fbe7c0a2b86ee07,4255,47,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,3,46410
75,62cb8baf4fbe7c0a2b86ee07,5843,52,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,6,39112
52,62cb8baf4fbe7c0a2b86ee08,5910,50,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,3,70144
108,62cb8baf4fbe7c0a2b86ee07,3381,22,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,66929
7,62cb8baf4fbe7c0a2b86ee07,5582,100,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,5,65660
107,62cb8baf4fbe7c0a2b86ee07,3853,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,4,50264
69,62cb8baf4fbe7c0a2b86ee08,12051,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,8,130937
7,62cb8baf4fbe7c0a2b86ee07,4773,100,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,6,70436
75,62cb8baf4fbe7c0a2b86ee07,6761,78,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,7,45874
39,62cb8baf4fbe7c0a2b86ee07,9445,0,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,8,55101
52,62cb8baf4fbe7c0a2b86ee08,6795,37,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,4,76941
98,62cb8baf4fbe7c0a2b86ee07,14868,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,1,42709
69,62cb8baf4fbe7c0a2b86ee08,6136,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,9,137076
75,62cb8baf4fbe7c0a2b86ee07,3058,80,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,8,48933
39,62cb8baf4fbe7c0a2b86ee07,3615,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,9,58718
107,62cb8baf4fbe7c0a2b86ee07,10216,4,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,5,60481
52,62cb8baf4fbe7c0a2b86ee08,5536,66,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,5,82478
7,62cb8baf4fbe7c0a2b86ee07,6511,35,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,7,76948
75,62cb8baf4fbe7c0a2b86ee07,3325,49,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,9,52261
39,62cb8baf4fbe7c0a2b86ee07,3367,22,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,62086
107,62cb8baf4fbe7c0a2b86ee07,2899,100,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,6,63380
75,62cb8baf4fbe7c0a2b86ee07,2341,50,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,10,54604
52,62cb8baf4fbe7c0a2b86ee08,4610,54,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,6,87090
7,62cb8baf4fbe7c0a2b86ee07,4638,76,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,8,81588
97,62cb8baf4fbe7c0a2b86ee08,23689,38,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,7,99555
107,62cb8baf4fbe7c0a2b86ee07,5495,76,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,7,68876
107,62cb8baf4fbe7c0a2b86ee07,2071,100,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,8,70947
52,62cb8baf4fbe7c0a2b86ee08,5438,41,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,7,92530
7,62cb8baf4fbe7c0a2b86ee07,6622,73,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,9,88212
107,62cb8baf4fbe7c0a2b86ee07,1961,100,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,9,72909
97,62cb8baf4fbe7c0a2b86ee08,5872,40,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,8,105430
52,62cb8baf4fbe7c0a2b86ee08,4006,56,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,8,96537
69,62cb8baf4fbe7c0a2b86ee08,17605,63,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,10,154688
107,62cb8baf4fbe7c0a2b86ee07,3339,100,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,10,76249
7,62cb8baf4fbe7c0a2b86ee07,6182,67,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,10,94396
99,62cb8baf4fbe7c0a2b86ee07,4826,40,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,1,18031
98,62cb8baf4fbe7c0a2b86ee07,23982,54,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,2,66692
97,62cb8baf4fbe7c0a2b86ee08,7882,31,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,9,113314
52,62cb8baf4fbe7c0a2b86ee08,6525,63,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,9,103064
99,62cb8baf4fbe7c0a2b86ee07,3796,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,2,21830
52,62cb8baf4fbe7c0a2b86ee08,5523,34,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,10,108588
99,62cb8baf4fbe7c0a2b86ee07,4565,55,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,3,26397
97,62cb8baf4fbe7c0a2b86ee08,7122,59,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,10,120437
99,62cb8baf4fbe7c0a2b86ee07,3931,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,4,30331
98,62cb8baf4fbe7c0a2b86ee07,12790,87,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,3,79483
37,62cb8baf4fbe7c0a2b86ee07,10229,67,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,1,39936
99,62cb8baf4fbe7c0a2b86ee07,3014,64,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,5,33348
99,62cb8baf4fbe7c0a2b86ee07,2264,61,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,6,35614
99,62cb8baf4fbe7c0a2b86ee07,2347,66,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,7,37964
37,62cb8baf4fbe7c0a2b86ee07,5016,73,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,2,44953
5,62cb8baf4fbe7c0a2b86ee07,7278,67,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,1,27018
99,62cb8baf4fbe7c0a2b86ee07,4182,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,8,42148
37,62cb8baf4fbe7c0a2b86ee07,5811,23,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,3,50766
5,62cb8baf4fbe7c0a2b86ee07,3621,62,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,2,30641
99,62cb8baf4fbe7c0a2b86ee07,4980,55,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,9,47132
5,62cb8baf4fbe7c0a2b86ee07,5487,64,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,3,36128
99,62cb8baf4fbe7c0a2b86ee07,2548,78,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,10,49682
46,62cb8baf4fbe7c0a2b86ee07,13387,61,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,1,34282
5,62cb8baf4fbe7c0a2b86ee07,2895,63,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,4,39025
5,62cb8baf4fbe7c0a2b86ee07,3127,72,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,5,42153
98,62cb8baf4fbe7c0a2b86ee07,24270,42,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,4,103754
37,62cb8baf4fbe7c0a2b86ee07,15245,44,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,4,66013
5,62cb8baf4fbe7c0a2b86ee07,4550,60,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,6,46704
46,62cb8baf4fbe7c0a2b86ee07,8620,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,2,42909
37,62cb8baf4fbe7c0a2b86ee07,4088,68,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like hard bop jazz</b>?",bebop jazz,like hard bop jazz,close competitor,5,70103
37,62cb8baf4fbe7c0a2b86ee07,4719,51,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,6,74824
46,62cb8baf4fbe7c0a2b86ee07,8934,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,3,51847
5,62cb8baf4fbe7c0a2b86ee07,9671,38,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,7,56376
81,62cb8baf4fbe7c0a2b86ee07,12142,74,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,1,49716
98,62cb8baf4fbe7c0a2b86ee07,15894,81,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,5,119650
37,62cb8baf4fbe7c0a2b86ee07,4162,69,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,7,78988
5,62cb8baf4fbe7c0a2b86ee07,4568,38,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,8,60945
46,62cb8baf4fbe7c0a2b86ee07,5954,74,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,4,57805
37,62cb8baf4fbe7c0a2b86ee07,4600,59,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,8,83590
81,62cb8baf4fbe7c0a2b86ee07,6827,30,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,2,56548
5,62cb8baf4fbe7c0a2b86ee07,3719,78,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,9,64665
16,62cb8baf4fbe7c0a2b86ee07,17351,82,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,1,39674
46,62cb8baf4fbe7c0a2b86ee07,6740,33,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,5,64548
37,62cb8baf4fbe7c0a2b86ee07,5462,44,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,9,89053
5,62cb8baf4fbe7c0a2b86ee07,4415,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,10,69081
96,62cb8baf4fbe7c0a2b86ee07,6584,49,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,1,21656
37,62cb8baf4fbe7c0a2b86ee07,3810,70,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,10,92866
46,62cb8baf4fbe7c0a2b86ee07,4270,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,6,68820
81,62cb8baf4fbe7c0a2b86ee07,8813,100,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,3,65365
